1,erd12hjmrfnaznmf4gsfu5dh8zcy9f4jldx2g6zr2xm3l7k5dyhuwrdqayey3z,1724.136777616243205819
2,erd1e7a4yay9gduwzl236k99k80hcmr9e4g9zw2ttgaer9y4rfrsh7aqu20jls,1250.373886226801801759
3,erd19t5wgf7p6czpw03gauw68neeqvxp7gpuh650n48hp5phh5j5jvhse9zv8y,500.000084141467246872
4,erd1ueawcgv7vcj9d2rucr9fv9ec3qdek7aphq9lwupcef5remlxtg6svwjxwu,500.000000000000000000
5,erd1qgs0px95n9ehvdwar2r4d35cmft7gzkl4yt78w9pwdxgdcwe628q02j6kf,370.000000000000000000
6,erd1zwu57ly9nw5tr8jhma7vyu4w8m6mqmz6w6skg6m9usylu2tu5z4q6unamf,300.000000000000000000
7,erd10f47kgrsdxvkqntenmddlc6q8t53yfnm33nnuqdxd3um974pcgqqse6v28,250.021549192022244227
8,erd1jw3nf586l3zhvpfe9hakp8t5y5fndssemlyp3586tka3q36j8uhqykep47,250.000000000000000000
9,erd17ucd3vcuyffqmtuz0twm6ykjlh6avcf2sx470l5utchdksdxkv7s5nna6s,201.202634402803854605
10,erd1prxgkuhh5qtcde2zdhgasx3ycspjj5d689h8rj602ma9var5qh8sha7llg,159.051605763228346520
11,erd146zur24f5920dhk92xydewrdkc7yq7zct6thwn20rey4l05ae42q8ddwzq,150.000000000000000000
12,erd14mgmz72vu22y4e6nh5uf4wmpkdcvtd7fakggmgw8tg5t2vuhpqhqzvxz4j,150.000000000000000000
13,erd1xx8ajq3lvyj56w3ug4ue2ms400n3lcxmhk2wa7j629288rfpzflq8glndd,150.000000000000000000
14,erd163cm957fjzpt8wqd6hz0catp59779sraucjcvfaxvjnru0yydl7qx20h7j,138.779436531015256886
15,erd1yxzcpjcu4l30ccklcew6dsseste2x3utg27th6kmtse30uvf246sk9203z,137.498459966494548931
16,erd17feygavek0dkxlcptt2zzamku04utwqvwczgjkz9dj0uwz27u8dqxh7q9g,131.147280545529916724
17,erd16m96a6hgtzculg9n79nryyj7zevvsgywef6nzv3xt6qfkc4a26wqe9achm,130.623859218549999999
18,erd1gtllxep98sh7ht8tedd0yq8nly8ew8q28uez7szs5kx5757kzerq08nr2x,130.362208517343335201
19,erd16wlt7v8t8ts4psv53egzkjvkjp6lanvj8zasvlxycmfv948mk72swv8pv4,129.178475269718121881
20,erd18sndm7hgc8krq2atp0fp8m43pns2vuw6hechnzadv9e926966qyqf3y4s5,109.503461852891047499
21,erd13wtlhmydww9207l3feykz6u6fp4whl9ddfm7taxu52le9fg7te3q33380r,108.862994828126537167
22,erd19609t04vala3vu076curueadyg6zuzw9pkrwqu965m73mjkgr7jqseuxr2,105.000000000000000000
